"Date","Time","Site","Tracker_ID","ID","Band","Colour_L","Colour_R","Sex","GPS_ID","Lat","Lon","Signal","Gain","Angle","Direction","Receiver","Temperature","Wind","Cloud","Precipitations","Snow_depth","Snow_hardness","Snow_water","Comments","Distance_new","new_lon","new_lat"
2023-12-08,"10:49",2,"AMC","111","2991-40357","Brown/Blue","Metal/Red","Female","12-08-2023 NOCA 93",45.4317,-73.93948,161,30,210,"STRAIGHT","OLD",-6,11,100,"0",23,1,1,"",25,-73.9396397387468,45.4315051951935
2023-12-14,"10:36",2,"AMC","111","2991-40357","Brown/Blue","Metal/Red","Female","12-14-2023 NOCA 93",45.43031,-73.93958,140,30,121,"UP","OLD",-4,13,50,"0",0,0,0,"",25,-73.9393061606791,45.4301941464204
2023-12-14,"11:32",2,"AMC","99","2991-40538","Yellow/Black","Metal/Red","Female","12-14-2023 NOCA 99",45.43008,-73.93849,144,40,95,"STRAIGHT","OLD",-3,12,60,"0",0,0,0,"",35,-73.9380444449302,45.4300525522532
2024-01-05,"10:19",2,"AMC","111","2991-40357","Brown/Blue","Metal/Red","Female","01-05-2024 NOCA 120",45.43128,-73.9389,150,30,299,"STRAIGHT","OLD",-10,12,100,"0",0.1,1,1,"",25,-73.9391794207389,45.4313890532658
2024-01-05,"10:19",2,"AMC","127","2991-40511","Blue/Black","Metal/Blue","Male","01-05-2024 NOCA 120",45.43128,-73.9389,150,30,299,"STRAIGHT","OLD",-10,12,100,"0",0.1,1,1,"",25,-73.9391794207389,45.4313890532658
2024-01-05,"10:19",2,"AMC","124","2991-40508","Blue/Green","Metal/Red","Female","01-05-2024 NOCA 120",45.43128,-73.9389,150,30,299,"STRAIGHT","OLD",-10,12,100,"0",0.1,1,1,"",25,-73.9391794207389,45.4313890532658
2024-01-08,"11:21",2,"AMC","127","2991-40511","Blue/Black","Metal/Blue","Male","01-08-2024 NOCA 127",45.43198,-73.93893,150,30,304,"UP","OLD",-3,15,100,"0",25,1,1,"",25,-73.939194861655,45.4321057851421
2024-01-08,"11:43",2,"AMC","99","2991-40538","Yellow/Black","Metal/Red","Female","01-08-2024 NOCA 99",45.43028,-73.93851,147,40,120,"STRAIGHT","OLD",-3,15,100,"0",25,1,1,"",35,-73.9381226635819,45.4301225405443
2024-01-15,"9:46",2,"LD","99","2991-40538","Yellow/Black","Metal/Red","Female","01-15-2024 NOCA 99",45.43018,-73.93822,231,30,208,"STRAIGHT","NEW",-6,9,50,"0",26,1,2,"",25,-73.9383699815623,45.429981388658
2024-01-15,"9:57",2,"LD","124","2991-40508","Blue/Green","Metal/Red","Female","01-15-2024 NOCA 99",45.43018,-73.93822,210,30,208,"STRAIGHT","NEW",-6,9,50,"0",26,1,2,"",25,-73.9383699815623,45.429981388658
2024-01-15,"10:21",2,"LD","111","2991-40357","Brown/Blue","Metal/Red","Female","01-15-2024 NOCA 111",45.43018,-73.93821,190,40,280,"UP","NEW",-6,9,90,"0",26,1,2,"",35,-73.9386504635953,45.4302346840177
2024-01-22,"10:54",2,"LD","124","2991-40508","Blue/Green","Metal/Red","Female","01-22-2024 NOCA 124",45.43,-73.9385,220,30,90,"STRAIGHT","NEW",-4,24,10,"0",26,1,2,"Caught by banders at the feeders, point taken while in bird bag",25,-73.938180530998,45.4299999995532
2024-01-25,"12:53",2,"LD","99","2991-40538","Yellow/Black","Metal/Red","Female","01-25-2024 NOCA 99",45.4301,-73.93781,200,40,245,"UP","NEW",0,0,100,"0",29,2,3,"Snow had a 1/2 inch layer of ice on top but still broke easily with 4 fingers",35,-73.938215351905,45.429966909349
2024-01-25,"13:12",2,"LD","111","2991-40357","Brown/Blue","Metal/Red","Female","01-25-2024 NOCA 118",45.43003,-73.93852,223,30,133,"UP","NEW",0,0,100,"0",29,2,3,"",25,-73.938286355672,45.4298765902648
2024-01-29,"10:02",2,"LD","127","2991-40511","Blue/Black","Metal/Blue","Male","01-29-2024 NOCA 127",45.43012,-73.93833,238,20,186,"UP","NEW",-1,17,100,"0",25,4,1,"",15,-73.9383500361573,45.4299857746606
2024-01-29,"10:22",2,"LD","124","2991-40508","Blue/Green","Metal/Red","Female","01-29-2024 NOCA 124",45.43003,-73.9388,222,30,309,"UP","NEW",0,16,100,"0",25,4,1,"",25,-73.9390482747968,45.4301715597797
2024-01-29,"10:32",2,"LD","111","2991-40357","Brown/Blue","Metal/Red","Female","01-29-2024 NOCA 124",45.43003,-73.9388,218,30,309,"UP","NEW",0,16,100,"0",25,4,1,"",25,-73.9390482747968,45.4301715597797
2024-02-07,"14:24",2,"LD","127","2991-40511","Blue/Black","Metal/Blue","Male","02-07-2024 NOCA 104",45.42998,-73.93848,228,30,89,"STRAIGHT","NEW",-2,0,80,"0",23,3,1,"",25,-73.9381605797454,45.4299839253178
2024-02-07,"14:31",2,"LD","124","2991-40508","Blue/Green","Metal/Red","Female","02-07-2024 NOCA 124",45.42996,-73.93851,214,30,236,"STRAIGHT","NEW",-2,0,90,"0",23,3,1,"",25,-73.9387748510305,45.4298342141963
2024-02-14,"13:41",2,"LD","127","2991-40511","Blue/Black","Metal/Blue","Male",NA,45.43032,-73.93819,228,20,270,"UP","NEW",-7,24,10,"0",8,3,1,"GPS points taken with phone",15,-73.9383816824843,45.4303199998392
2024-02-14,"14:20",2,"LD","124","2991-40508","Blue/Green","Metal/Red","Female",NA,45.42968,-73.93798,198,40,99,"STRAIGHT","NEW",-6,30,10,"0",8,3,1,"GPS points taken with phone",35,-73.9375382527487,45.4296307351751
2024-02-22,"12:52",2,"LD","127","2991-40511","Blue/Black","Metal/Blue","Male","02-22-2024 NOCA 127",45.42966,-73.93817,210,30,83,"UP","NEW",0,12,60,"0",8,1,3,"",25,-73.9378529140218,45.4296874129916
2024-02-25,"8:28",2,"LD","127","2991-40511","Blue/Black","Metal/Blue","Male","02-25-2024 NOCA 127",45.42931,-73.93855,203,40,161,"UP","NEW",-9,6,20,"0",8,1,1,"",35,-73.9384043900331,45.4290122394141
2024-02-26,"9:21",2,"LD","124","2991-40508","Blue/Green","Metal/Red","Female","02-26-2024 NOCA 121",45.42971,-73.9386,203,40,286,"STRAIGHT","NEW",2,17,100,"0",5,1,2,"Lebeau/Tremblay street, neighborhood east of MBO (MBO snow measurements)",35,-73.9390299290978,45.4297968022517
2024-02-27,"14:27",2,"LD","124","2991-40508","Blue/Green","Metal/Red","Female","02-27-2024 NOCA 121",45.42965,-73.93794,220,30,112,"STRAIGHT","NEW",13,15,0,"0",0,1,3,"large patches of snow away from meter stick",25,-73.9376437957708,45.4295657351725
2024-03-04,"10:44",2,"LD","127","2991-40511","Blue/Black","Metal/Blue","Male","03-04-2024 NOCA 127",45.42665,-73.94037,197,40,327,"UP","NEW",4,12,100,"0",0,1,3,"some patches of snow away from meter stick",35,-73.9406135801316,45.4269141120198
2024-03-04,"10:48",2,"LD","124","2991-40508","Blue/Green","Metal/Red","Female","03-04-2024 NOCA 124",45.42861,-73.93784,209,30,12,"UP","NEW",4,12,100,"0",0,1,3,"some patches of snow away from meter stick",25,-73.9377735800319,45.4288300256757
2024-03-08,"8:23",2,"LD","127","2991-40511","Blue/Black","Metal/Blue","Male","03-08-2024 NOCA 127",45.43014,-73.93822,205,40,319,"GROUND","NEW",-1,15,10,"0",0,0,0,"Strongest signal when pointing towards the ground. I returned 10 minutes later and the signal was not as strong or pointing toward the ground (so the bird is moving and alive).",35,-73.9385134286894,45.4303776709488
2024-03-08,"9:14",2,"LD","124","2991-40508","Blue/Green","Metal/Red","Female","03-08-2024 NOCA 104",45.4287,-73.93804,224,40,307,"UP","NEW",-1,15,0,"0",0,0,0,"",35,-73.9383971880008,45.4288895216299
2024-03-13,"10:17",2,"LD","127","2991-40511","Blue/Black","Metal/Blue","Male","03-13-2024 NOCA 127",45.43101,-73.93858,209,30,353,"UP","NEW",1,14,50,"0",0,0,0,"",25,-73.9386189343254,45.4312332644214
2023-11-06,"9:50",3,"AMC","98","2991-40537","Yellow/Green","Metal/Red","Female","11-06-2023 NOCA 98",45.41346,-73.9289,171,30,9,"UP","OLD",1,12,100,"0",0,0,0,"Probably flew past me as this was the best signal but faded very quickly.",25,-73.928850038432,45.4136821723814
2023-12-08,"10:49",1,"AMC","93b","2991-40544","Yellow/White","Metal/Red","Female","12-08-2023 NOCA 93",45.4317,-73.93948,161,30,210,"STRAIGHT","OLD",-6,11,100,"0",23,1,1,"Now active and back at MBO.",25,-73.9396397387468,45.4315051951935
2023-12-14,"10:36",1,"AMC","93b","2991-40544","Yellow/White","Metal/Red","Female","12-14-2023 NOCA 93",45.43031,-73.93958,140,30,121,"UP","OLD",-4,13,50,"0",0,0,0,"",25,-73.9393061606791,45.4301941464204
2024-01-05,"10:37",1,"AMC","93b","2991-40544","Yellow/White","Metal/Red","Female","01-05-2024 NOCA 93",45.43012,-73.93965,147,30,219,"STRAIGHT","OLD",-9,13,100,"0",0.1,1,1,"",25,-73.9398510481626,45.4299451877183
2024-01-11,"13:33",1,"LD","93b","2991-40544","Yellow/White","Metal/Red","Female",NA,45.43096,-73.93832,210,30,340,"UP","NEW",-5,17,100,"0",21,3,1,"GPS coordinates taken with phone, MBO",25,-73.938429267094,45.4311713754463
2024-03-20,"9:07",1,"LD","93b","2991-40544","Yellow/White","Metal/Red","Female","03-20-2024 NOCA 93",45.43226,-73.93038,215,40,48,"STRAIGHT","NEW",0,11,60,"0",0,0,0,"forest strip in lods farm field, near houses",35,-73.9300476090676,45.4324707204394
2024-03-22,"15:04",1,"LD","93b","2991-40544","Yellow/White","Metal/Red","Female","03-22-2024 NOCA 93",45.43327,-73.93044,210,40,5,"UP","NEW",-5,15,60,"0",0,0,0,"large area of forest between 2 farm fields, near where it was found last time",35,-73.9304010165515,45.4335837190568
2024-03-26,"15:21",1,"LD","93b","2991-40544","Yellow/White","Metal/Red","Female","03-26-2024 NOCA 93",45.43341,-73.9303,197,40,326,"UP","NEW",9,15,60,"0",0,0,0,"",35,-73.930550118933,45.4336710780938
2024-04-03,"9:39",1,"LD","93b","2991-40544","Yellow/White","Metal/Red","Female","04-03-2024 NOCA 93",45.43299,-73.93089,238,30,86,"STRAIGHT","NEW",6,20,80,"0",0,0,0,"",25,-73.9305712922922,45.4330056906485
2024-04-11,"10:13",3,"AMC","98","2991-40537","Yellow/Green","Metal/Red","Female","04-11-2024 NOCA 98",45.41355,-73.92883,151,30,19,"UP","OLD",12,14,100,"0",0,0,0,"In the woods edge between St-Andrews and the highway",25,-73.9287260208762,45.413762686599
2024-04-17,"9:34",3,"AMC","98","2991-40537","Yellow/Green","Metal/Red","Female","04-17-2024 NOCA 98",45.41359,-73.92895,143,30,58,"UP","OLD",5,12,10,"0",0,0,0,"Moving along the highway in the green patch at the end of St-Andrews and Upper-Cambridge",25,-73.9286791528256,45.4137092006699
2024-04-23,"11:21",3,"AMC","98","2991-40537","Yellow/Green","Metal/Red","Female","04-23-2024 NOCA 98",45.41356,-73.92899,156,30,52,"UP","OLD",16,24,20,"0",0,0,0,"Located in the green patch between St-Andrews and Upper-Cambridge.",25,-73.9287383274279,45.4136984877212
2024-05-03,"10:21",3,"AMC","98","2991-40537","Yellow/Green","Metal/Red","Female","05-03-2024 NOCA 98",45.41361,-73.92905,161,20,23,"UP","OLD",12,11,100,"0",0,0,0,"Still in its usual location, I believe it's moving.",15,-73.928975125613,45.413734235984
2024-05-07,"10:20",3,"AMC","98","2991-40537","Yellow/Green","Metal/Red","Female","05-03-2024 NOCA 98",45.41388,-73.92863,207,20,NA,"GROUND","OLD",16,9,0,"0",0,0,0,"DECEASED, bird found buried in its usual location, will have to check previous points detection with the antenna to see for how long was it stationary.",15,-73.92863,45.41388
2023-10-20,"8:37",4,"AMC","121","2991-40507","Blue/Yellow","Metal/Red","Female","10-20-2023 NOCA 121",45.4143,-73.9274,178,10,333,"UP","OLD",12,3,100,"0",0,0,0,"I had a visual contact with the bird. It was perched in some buckthorn bushes in a green strip between the residential area and the highway/train track.",10,-73.9274579983615,45.4143801698187
2023-10-25,"12:47",4,"AMC","130","2991-40517","Blue/Black","Metal/Red","Female","10-25-2023 NOCA 130",45.41336,-73.9303,153,20,331,"UP","OLD",20,19,90,"0",0,0,0,"Located in the bushes at the end of St-Andrews Street where I park the car.",15,-73.9303929018866,45.4134780430837
2023-10-25,"15:00",4,"AMC","121","2991-40507","Blue/Yellow","Metal/Red","Female","10-25-2023 NOCA 121",45.41401,-73.9279,155,30,23,"STRAIGHT","OLD",19,19,90,"0",0,0,0,"Located in the bushes in the green patch between residential street and the highway.",25,-73.9277752082917,45.4142170599299
2023-10-27,"12:59",4,"AMC","130","2991-40517","Blue/Black","Metal/Red","Female","10-27-2023 NOCA 130",45.41338,-73.93043,162,20,264,"STRAIGHT","OLD",19,10,60,"0",0,0,0,"Located in the exact same spot as I did on Oct. 25, worth checking next time.",15,-73.9306205753797,45.4133658921482
2023-11-06,"13:06",4,"AMC","130","2991-40517","Blue/Black","Metal/Red","Female","11-06-2023 NOCA 130",45.41348,-73.92924,142,20,354,"UP","OLD",5,14,100,"0",0,0,0,"Located in the buckthorn bushes.",15,-73.9292600303673,45.4136142257255
2023-11-06,"15:09",1,"AMC","121","2991-40507","Blue/Yellow","Metal/Red","Female","11-06-2023 NOCA 121",45.42455,-73.94099,173,20,46,"STRAIGHT","OLD",5,14,100,"0",0,0,0,"Located in the buckthorn bushes between fields.",15,-73.940852128979,45.4246437543572
2023-11-15,"11:19",4,"AMC","109","2991-40561","Yellow/White","Metal/Blue","Male","11-15-2023 NOCA 109",45.41076,-73.93033,166,20,179,"UP","OLD",6,10,20,"0",0,0,0,"Found in Richard's backyard near the big spruce.",15,-73.9303266558422,45.410625055408
2023-11-15,"13:31",4,"AMC","130","2991-40517","Blue/Black","Metal/Red","Female","11-15-2023 NOCA 130",45.41095,-73.93052,147,30,118,"STRAIGHT","OLD",10,12,30,"0",0,0,0,"Found in the Arboretum near the pine row at the entrance.",25,-73.9302380209806,45.4108443958243
2023-11-27,"13:18",4,"AMC","109","2991-40561","Yellow/White","Metal/Blue","Male","11-27-2023 NOCA 109",45.41252,-73.92886,149,30,115,"UP","OLD",4,26,100,"0",0,0,0,"",25,-73.9285705525726,45.4124249351028
2023-11-29,"10:05",1,"AMC","121","2991-40507","Blue/Yellow","Metal/Red","Female","11-29-2023 NOCA 121",45.43182,-73.93892,156,30,317,"STRAIGHT","OLD",-5,12,100,"0",0,0,0,"",25,-73.939137884971,45.4319845112794
2023-12-07,"10:30",4,"AMC","109","2991-40561","Yellow/White","Metal/Blue","Male","12-07-2023 NOCA 109",45.41272,-73.9302,191,20,118,"STRAIGHT","OLD",-9,4,100,"0",21,1,1,"",15,-73.9300308071774,45.4126566375981
2023-12-08,"9:58",1,"AMC","121","2991-40507","Blue/Yellow","Metal/Red","Female","12-08-2023 NOCA 121",45.42845,-73.93687,150,30,270,"UP","OLD",-7,10,100,"0",23,1,1,"",25,-73.9371894602582,45.4284499995533
2023-12-08,"10:11",1,"AMC","130","2991-40517","Blue/Black","Metal/Red","Female","12-08-2023 NOCA 124",45.42889,-73.93697,158,30,195,"STRAIGHT","OLD",-7,10,100,"0",23,1,1,"",25,-73.9370526827241,45.428672723458
2023-12-12,"12:45",4,"AMC","109","2991-40561","Yellow/White","Metal/Blue","Male","12-12-2023 NOCA 109",45.41351,-73.92926,161,20,274,"STRAIGHT","OLD",3,22,100,"0",8,1,2,"",15,-73.9294511588509,45.4135194145282
2023-12-14,"10:59",1,"AMC","130","2991-40517","Blue/Black","Metal/Red","Female","12-14-2023 NOCA 130",45.42986,-73.93957,144,30,93,"STRAIGHT","OLD",-3,12,10,"0",0,0,0,"",25,-73.9392509696742,45.429848227044
2023-12-21,"9:25",4,"AMC","109","2991-40561","Yellow/White","Metal/Blue","Male","12-21-2023 NOCA 109",45.41336,-73.9297,154,30,210,"UP","OLD",-8,11,0,"0",0,0,0,"",25,-73.9298596870362,45.4131651945654
2023-12-22,"9:15",1,"AMC","121","2991-40507","Blue/Yellow","Metal/Red","Female","12-21-2023 NOCA 121",45.42863,-73.93704,151,30,258,"STRAIGHT","OLD",-10,8,0,"0",0,0,0,"",25,-73.9373524800202,45.4285832316664
2023-12-30,"14:18",4,"AMC","109","2991-40561","Yellow/White","Metal/Blue","Male","12-30-2023 NOCA 109",45.41257,-73.92872,155,30,94,"STRAIGHT","OLD",1,12,100,"0",0,0,0,"",25,-73.9284014073415,45.4125543084062
2024-01-03,"12:15",4,"AMC","109","2991-40561","Yellow/White","Metal/Blue","Male","01-03-2024 NOCA 109",45.41267,-73.93039,157,20,237,"UP","OLD",2,15,100,"0",0,0,0,"",15,-73.9305507081679,45.4125964926242
2024-01-05,"10:07",1,"AMC","121","2991-40507","Blue/Yellow","Metal/Red","Female","01-05-2024 NOCA 121",45.431,-73.93866,153,30,80,"STRAIGHT","OLD",-10,12,100,"0",0.1,1,1,"",25,-73.9383453786772,45.4310390601804
2024-01-05,"12:01",1,"AMC","130","2991-40517","Blue/Black","Metal/Red","Female","01-05-2024 NOCA 130",45.42699,-73.94025,143,30,237,"STRAIGHT","OLD",-7,13,100,"0",0.1,1,1,"",25,-73.9405179144298,45.4268674878891
2024-01-11,"14:17",1,"LD","121","2991-40507","Blue/Yellow","Metal/Red","Female",NA,45.42992,-73.93844,219,30,43,"STRAIGHT","NEW",-5,17,100,"0",21,3,1,"GPS coordinates taken with phone, MBO",25,-73.9382221223394,45.4300845113344
2024-01-15,"9:46",1,"LD","121","2991-40507","Blue/Yellow","Metal/Red","Female","01-15-2024 NOCA 99",45.43018,-73.93822,212,30,208,"STRAIGHT","NEW",-6,9,50,"0",26,1,2,"MBO",25,-73.9383699815623,45.429981388658
2024-01-22,"9:58",4,"LD","109","2991-40561","Yellow/White","Metal/Blue","Male","01-22-2024 NOCA 109",45.41256,-73.92886,235,20,160,"UP","NEW",-4,26,20,"0",NA,NA,NA,"LD had no access to snow measurements",15,-73.9287944614271,45.412433174268
2024-01-22,"10:36",1,"LD","121","2991-40507","Blue/Yellow","Metal/Red","Female","01-22-2024 NOCA 121",45.42896,-73.93684,205,30,333,"UP","NEW",-4,24,20,"0",27,1,1,"MBO",25,-73.9369850337416,45.4291604239727
2024-01-29,"10:22",1,"LD","121","2991-40507","Blue/Yellow","Metal/Red","Female","01-29-2024 NOCA 124",45.43003,-73.9388,218,30,309,"UP","NEW",0,16,100,"0",25,4,1,"MBO",25,-73.9390482747968,45.4301715597797
2024-01-31,"9:23",4,"LD","109","2991-40561","Yellow/White","Metal/Blue","Male","01-31-2024 NOCA 109",45.41319,-73.92879,216,30,243,"UP","NEW",-5,5,100,"0",21,5,2,"LD had no access to snow measurements, provided by AMC.",25,-73.9290745639939,45.413087878198
2024-02-07,"13:37",1,"LD","121","2991-40507","Blue/Yellow","Metal/Red","Female","02-07-2024 NOCA 121",45.43024,-73.93822,206,30,163,"STRAIGHT","NEW",-2,2,60,"0",23,3,1,"MBO",25,-73.9381265962623,45.4300248876759
2024-02-09,"15:09",1,"LD","130","2991-40517","Blue/Black","Metal/Red","Female","02-09-2024 NOCA 130",45.42656,-73.93972,203,40,214,"UP","NEW",6,7,70,"0",21,1,4,"forest across main road from MBO",35,-73.9399700863741,45.4262989210321
2024-02-14,"14:53",1,"LD","130","2991-40517","Blue/Black","Metal/Red","Female",NA,45.42442,-73.93829,205,30,308,"STRAIGHT","NEW",-6,28,10,"0",8,3,1,"field across road from weather station, GPS points taken with phone",25,-73.9385417208223,45.4245584874567
2024-02-19,"16:18",4,"LD","109","2991-40561","Yellow/White","Metal/Blue","Male","02-19-2024 NOCA 109",45.41339,-73.92878,197,40,269,"UP","NEW",-9,18,10,"0",19,1,1,"",35,-73.9292270573326,45.413384503039
2024-02-22,"12:29",1,"LD","121","2991-40507","Blue/Yellow","Metal/Red","Female","02-22-2024 NOCA 121",45.42925,-73.93708,201,40,304,"UP","NEW",1,12,60,"0",8,1,3,"",35,-73.9374507887706,45.4294260991109
2024-02-22,"13:39",1,"LD","130","2991-40517","Blue/Black","Metal/Red","Female","02-22-2024 NOCA 130",45.42503,-73.93983,215,30,117,"UP","NEW",0,11,60,"0",8,1,3,"behind the forest (near farm field) across the main road from MBO",25,-73.9395453765267,45.4249278784104
2024-02-26,"8:56",1,"LD","130","2991-40517","Blue/Black","Metal/Red","Female","02-26-2024 NOCA 130",45.42498,-73.93874,203,30,262,"STRAIGHT","NEW",1,8,100,"0",5,1,2,"forest across main road from MBO",25,-73.9390563317363,45.424948693777
2024-02-26,"9:21",1,"LD","121","2991-40507","Blue/Yellow","Metal/Red","Female","02-26-2024 NOCA 121",45.42971,-73.9386,200,40,286,"STRAIGHT","NEW",2,17,100,"0",5,1,2,"MBO",35,-73.9390299290978,45.4297968022517
2024-02-27,"14:27",1,"LD","121","2991-40507","Blue/Yellow","Metal/Red","Female","02-27-2024 NOCA 121",45.42965,-73.93794,220,30,112,"STRAIGHT","NEW",13,15,0,"0",0,1,3,"MBO, large patches of snow away from meter stick",25,-73.9376437957708,45.4295657351725
2024-03-01,"12:39",1,"LD","121","2991-40507","Blue/Yellow","Metal/Red","Female","03-01-2024 NOCA 121",45.42976,-73.93816,213,30,85,"UP","NEW",-2,15,60,"0",0,3,1,"MBO, some patches of snow away from meter stick",25,-73.9378417479126,45.4297796044704
2024-03-04,"10:03",1,"LD","121","2991-40507","Blue/Yellow","Metal/Red","Female","03-04-2024 NOCA 118",45.42867,-73.93786,204,30,33,"UP","NEW",3,6,80,"0",0,1,3,"some patches of snow away from meter stick",25,-73.9376860082178,45.4288586514299
2024-03-05,"14:13",4,"AMC","109","2991-40561","Yellow/White","Metal/Blue","Male","03-05-2024 NOCA 109",45.41296,-73.92891,153,30,299,"UP","OLD",14,14,70,"0",0,0,0,"Located at the usual spot.",25,-73.9291893303837,45.4130690536173
2024-03-08,"9:29",1,"LD","121","2991-40507","Blue/Yellow","Metal/Red","Female","03-08-2024 NOCA 121",45.4275,-73.938,211,30,358,"UP","NEW",-1,15,0,"0",0,0,0,"deep in woods between the main road and the MBO",25,-73.9380111488595,45.4277248042151
2024-03-11,"11:09",1,"LD","130","2991-40517","Blue/Black","Metal/Red","Female","03-11-2024 NOCA 130",45.42451,-73.93893,214,40,335,"STRAIGHT","NEW",-1,33,80,"0",6,1,2,"forest across main road from MBO",35,-73.9391190014384,45.4247954123934
2024-03-11,"11:45",4,"LD","109","2991-40561","Yellow/White","Metal/Blue","Male","03-11-2024 NOCA 109",45.40931,-73.93099,232,30,284,"STRAIGHT","NEW",-1,28,90,"0",6,1,2,"located on the usual street but further south than normal, thin layer of snow on most parts of the ground",25,-73.9312998665133,45.4093644179667
2024-03-13,"9:45",1,"LD","121","2991-40507","Blue/Yellow","Metal/Red","Female","03-13-2024 NOCA 121",45.42778,-73.93173,194,40,170,"STRAIGHT","NEW",0,13,50,"0",0,0,0,"",35,-73.9316523381757,45.4274698665411
2024-03-20,"10:45",1,"LD","130","2991-40517","Blue/Black","Metal/Red","Female","03-20-2024 NOCA 130",45.42633,-73.93954,207,30,270,"STRAIGHT","NEW",2,19,70,"0",0,0,0,"",25,-73.9398594483,45.4263299995533
2024-03-20,"14:24",4,"LD","109","2991-40561","Yellow/White","Metal/Blue","Male","03-20-2024 NOCA 109",45.40733,-73.93337,198,40,265,"STRAIGHT","NEW",1,11,40,"0",0,0,0,"path between eco residence and neighborhood, south of cemetery",35,-73.9338153761821,45.4073025521441
2024-03-20,"10:28",1,"AMC","121","2991-40507","Blue/Yellow","Metal/Red","Female","03-20-2024 NOCA 121",45.4289,-73.93839,157,30,303,"UP","OLD",1,25,60,"0",0,0,0,"In the pine at the junction of MBO trails left of the main path",25,-73.9386579246247,45.4290225114387
2024-03-25,"11:46",4,"LD","109","2991-40561","Yellow/White","Metal/Blue","Male","03-25-2024 NOCA 109",45.40705,-73.93445,205,30,78,"STRAIGHT","NEW",1,17,0,"0",0,1,1,"some patches of snow. found near ecoresidence along fence separating the usual BD neighborhood",25,-73.9341376384686,45.4070967676561
2024-03-26,"14:06",1,"LD","130","2991-40517","Blue/Black","Metal/Red","Female","03-26-2024 NOCA 130",45.42903,-73.94141,204,40,302,"STRAIGHT","NEW",8,17,40,"0",0,0,0,"next to arbo welcome building",35,-73.9417892897314,45.429196880304
2024-04-05,"13:15",4,"LD","109","2991-40561","Yellow/White","Metal/Blue","Male","04-05-2024 NOCA 109",45.4072,-73.93433,198,40,97,"STRAIGHT","NEW",4,17,100,"0",11,1,3,"MBO snow measurements, most of the ground covered by snow",35,-73.9338862561042,45.4071616201818
2024-04-07,"11:31",4,"LD","109","2991-40561","Yellow/White","Metal/Blue","Male","04-07-2024 NOCA 109",45.40754,-73.93447,238,20,122,"STRAIGHT","NEW",7,6,0,"0",0,0,0,"MBO snow measurements, most of gorund covered by snow (but not near measuring stick)",15,-73.934307509591,45.4074684792125
2023-11-10,"9:46",6,"AMC","108","2991-40558","Brown/Red","Metal/Red","Female","11-10-2023 NOCA 108",45.46144,-73.64198,212,30,36,"UP","NEW",5,19,100,"0",0,0,0,"Located in someone's backyard.",25,-73.6417921158886,45.4616219800491
2023-11-10,"14:51",6,"AMC","107","2991-40557","White/White","Metal/Red","Female","11-10-2023 NOCA 107",45.45859,-73.64829,140,30,NA,"UP","OLD",6,17,100,"0",0,0,0,"Located in a tree besides the street, way up.",25,-73.64829,45.45859
2023-11-11,"10:30",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","11-11-23 NOCA 108",45.46158,-73.64183,200,30,24,"STRAIGHT","NEW",2,11,100,"0",0,0,0,"Found in the same backyard as last time",25,-73.6416999872558,45.4617854927464
2023-11-16,"11:15",6,"AMC","107","2991-40557","White/White","Metal/Red","Female","11-16-2023 NOCA 107",45.45552,-73.6439,140,40,54,"STRAIGHT","OLD",8,9,0,"0",0,0,0,"Bouncing very quickly between backyards.",35,-73.6435379974517,45.455705102519
2023-11-19,"12:30",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","11-19-23 NOCA 108",45.46233,-73.64172,209,30,232,"STRAIGHT","NEW",5,23,100,"0",0,0,0,"In backyard, I saw a female at the feeder but she left before I could see if it was a tagged cardinal (108 is female and the signal dropped when she flew away) Spoke to homeowner",25,-73.641971888237,45.462191512908
2023-11-20,"13:26",6,"AMC","108","2991-40558","Brown/Red","Metal/Red","Female","11-20-2023 NOCA 108",45.46229,-73.64165,181,30,NA,"UP","OLD",0,8,10,"0",0,0,0,"Saw the cardinal up in a tree near the sidewalk in front of a house.",25,-73.64165,45.46229
2023-12-06,"8:25",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","12-06-23 NOCA 108",45.46289,-73.63876,208,30,303,"UP","NEW",-10,15,70,"0",21,1,1,"In someone's backyard blocked by cedars",25,-73.6390280855762,45.4630125107061
2023-12-06,"10:09",6,"MG","107","2991-40557","White/White","Metal/Red","Female","12-06-23 NOCA 107",45.46281,-73.6427,210,30,29,"GROUND","NEW",-9,13,90,"0",21,1,1,"Pointed down towards the ground, but I couldn't get closer/see due to fence",25,-73.6425450280026,45.4630067367186
2023-12-12,"3:16",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","12-12-2023 NOCA 108",45.46263,-73.63867,201,30,336,"GROUND","NEW",-2,24,100,"0",0,0,0,"In backyard, same area as last time",25,-73.6388000151576,45.4628354927085
2023-12-12,"3:37",6,"MG","107","2991-40557","White/White","Metal/Red","Female","12-12-NOCA 107",45.46296,-73.64321,197,40,36,"UP","NEW",3,24,100,"0",0,0,0,"In someone's backyard",35,-73.6429469548372,45.4632147719124
2023-12-13,"13:05",6,"AMC","108","2991-40558","Brown/Red","Metal/Red","Female","12-13-2023 NOCA 108",45.4625,-73.63889,165,20,258,"STRAIGHT","OLD",0,23,70,"0",0,0,0,"",15,-73.6390776003049,45.4624719392694
