"","Date","Site","ID","Lat","Lon","Winter","Mean_Veg_Height_25_m","Mean_Veg_Height_50_m","Mean_Veg_Height_100_m","Mean_Veg_Height_200_m","Sd_Veg_Height_25_m","Sd_Veg_Height_50_m","Sd_Veg_Height_100_m","Sd_Veg_Height_200_m","mean_Pop_Dens_25_m","mean_Pop_Dens_50_m","mean_Pop_Dens_100_m","mean_Pop_Dens_200_m","mean_Single_House_25_m","mean_Single_House_50_m","mean_Single_House_100_m","mean_Single_House_200_m","mean_Semi_Detached_House_25_m","mean_Semi_Detached_House_50_m","mean_Semi_Detached_House_100_m","mean_Semi_Detached_House_200_m","mean_Row_House_25_m","mean_Row_House_50_m","mean_Row_House_100_m","mean_Row_House_200_m","mean_App_Duplex_25_m","mean_App_Duplex_50_m","mean_App_Duplex_100_m","mean_App_Duplex_200_m","mean_App_Less_5_Storeys_25_m","mean_App_Less_5_Storeys_50_m","mean_App_Less_5_Storeys_100_m","mean_App_Less_5_Storeys_200_m","mean_App_Over_5_Storeys_25_m","mean_App_Over_5_Storeys_50_m","mean_App_Over_5_Storeys_100_m","mean_App_Over_5_Storeys_200_m","sd_Pop_Dens_25_m","sd_Pop_Dens_50_m","sd_Pop_Dens_100_m","sd_Pop_Dens_200_m","sd_Single_House_25_m","sd_Single_House_50_m","sd_Single_House_100_m","sd_Single_House_200_m","sd_Semi_Detached_House_25_m","sd_Semi_Detached_House_50_m","sd_Semi_Detached_House_100_m","sd_Semi_Detached_House_200_m","sd_Row_House_25_m","sd_Row_House_50_m","sd_Row_House_100_m","sd_Row_House_200_m","sd_App_Duplex_25_m","sd_App_Duplex_50_m","sd_App_Duplex_100_m","sd_App_Duplex_200_m","sd_App_Less_5_Storeys_25_m","sd_App_Less_5_Storeys_50_m","sd_App_Less_5_Storeys_100_m","sd_App_Less_5_Storeys_200_m","sd_App_Over_5_Storeys_25_m","sd_App_Over_5_Storeys_50_m","sd_App_Over_5_Storeys_100_m","sd_App_Over_5_Storeys_200_m","Road_Length_25_m","Road_Length_50_m","Road_Length_100_m","Road_Length_200_m","Dist_to_Nearest_Feeder_m"
"29","2024-01-05",1,"120b",45.43128,-73.9389,2,11.4317754458075,8.0206169165311,5.00143613320453,5.97154281855299,8.59658275830527,8.44530551238535,7.25691715631684,8.39367418089355,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.154580683332
"30","2024-01-05",1,"123",45.43012,-73.93965,2,1.79527486074725,2.44717368763923,3.5305563684703,7.07951302149414,2.64293543916244,2.87167454192747,3.90975662395294,7.90108968486474,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.749008230554
"31","2024-01-05",1,"97",45.43012,-73.93965,2,1.79527486074725,2.44717368763923,3.5305563684703,7.07951302149414,2.64293543916244,2.87167454192747,3.90975662395294,7.90108968486474,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.749008230554
"32","2024-01-05",1,"104",45.43012,-73.93965,2,1.79527486074725,2.44717368763923,3.5305563684703,7.07951302149414,2.64293543916244,2.87167454192747,3.90975662395294,7.90108968486474,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.749008230554
"33","2024-01-05",1,"118",45.43098,-73.93843,2,5.21601724892111,4.2783894897919,3.02894265744791,4.17259098743654,3.93320392834559,5.86157946734947,5.69028723261937,6.59835779596696,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.299202080482
"34","2024-01-08",1,"104",45.43045,-73.93928,2,1.78161313976647,2.11759221975756,3.51177198421539,6.65045557168879,2.47873464123126,2.70734531406381,4.52796455736945,7.94012773696081,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.116767160116
"35","2024-01-08",1,"97",45.43028,-73.93851,2,0.808677971271799,2.0113677725887,2.87901616016026,3.8895822930809,1.5046723567619,3.50492982675641,4.23689745879149,5.94187372989702,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4774638522282
"36","2024-01-15",1,"118",45.43022,-73.93822,2,4.1932466586674,3.10321580183412,2.59008936640863,3.03197971745134,4.96360361039721,4.73343921966251,4.04552971004839,5.01830333639682,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5236989092631
"37","2024-01-15",1,"104",45.43018,-73.93822,2,4.69811506072178,3.26516245859835,2.66775309106336,3.03196230236694,5.1379564085049,4.86974670223665,4.1265798336254,4.99014269416379,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8994842676638
"38","2024-01-15",1,"116",45.43018,-73.93822,2,4.69811506072178,3.26516245859835,2.66775309106336,3.03196230236694,5.1379564085049,4.86974670223665,4.1265798336254,4.99014269416379,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8994842676638
"39","2024-01-15",1,"120b",45.43092,-73.93833,2,3.59461255321443,3.68712437163486,2.73430211295374,3.86140955308626,3.03122545383694,5.66726435337111,5.23995021974546,6.24273031574521,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4523440461067
"40","2024-01-22",1,"116",45.43,-73.9385,2,1.10471582876616,2.55737430692238,3.00946378698767,3.88734885635175,1.65283245015963,4.01252525556655,4.23512943361941,5.61562104788978,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4098541358825
"41","2024-01-22",1,"97",45.42993,-73.93845,2,1.05379834728669,2.99418647475481,3.08748639108869,3.79471839778108,1.65377330223578,4.31450255918201,4.39031502141987,5.45937339346828,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.796484936024
"42","2024-01-22",1,"104",45.42994,-73.93845,2,1.0498011081818,2.97437407720571,3.06948520017409,3.78703781602724,1.63918403451401,4.33054077514864,4.37728391573218,5.46497478807131,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8706783952596
"43","2024-01-25",1,"118",45.43003,-73.93852,2,1.12382426341818,2.38418585220622,2.98627908119897,3.92499414168004,1.67341754532899,3.86648215990382,4.16354069027501,5.67501389521911,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7870038093544
"44","2024-01-29",1,"116",45.4301,-73.93826,2,4.24519134529275,3.48930609615475,2.85407582633177,3.17419948647859,4.78106281322365,4.9905039063928,4.28730567468026,5.07141431547405,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78983085366741
"45","2024-01-29",1,"97",45.4301,-73.93826,2,4.24519134529275,3.48930609615475,2.85407582633177,3.17419948647859,4.78106281322365,4.9905039063928,4.28730567468026,5.07141431547405,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78983085366741
"46","2024-01-29",1,"118",45.43003,-73.9388,2,1.12721315374229,1.94646940401183,2.95690036122718,4.86100641908617,1.72159011085552,2.58337628439825,3.85128404534697,6.39186768264223,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6573076712012
"47","2024-02-02",1,"104",45.4132,-73.92882,2,8.6539190562331,9.77839841570717,9.6500274599412,7.06434382094948,6.80521009830785,7.24473821178723,7.03064583746837,6.87272996384761,700.95,700.95,700.95,601.1,167.5,167.5,167.5,165,0,0,0,0,20,20,20,24,0,0,0,0,20,20,20,24,0,0,0,0,706.046121014768,706.046121014768,521.449618415293,494.129351816436,17.6776695296637,17.6776695296637,13.0558241966773,12.3717914826348,0,0,0,0,28.2842712474619,28.2842712474619,20.8893187146837,19.7948663722157,0,0,0,0,28.2842712474619,28.2842712474619,20.8893187146837,19.7948663722157,0,0,0,0,196.978339252031,427.163966365711,956.549776217987,7334.90786173018,94.4910994282609
"48","2024-02-02",1,"120b",45.43798,-73.93169,2,4.47353201855455,5.19580947090311,10.1814423134383,11.7291217702049,4.39038379200847,5.83330166189179,9.52418273655222,9.87195862121183,3020.3,1085.63333333333,1323.78333333333,1133.86862745098,150,286.666666666667,252.916666666667,243.43137254902,0,13.3333333333333,11.25,11.9607843137255,0,10,7.5,6.76470588235294,0,0,0,0,0,3.33333333333333,2.91666666666667,3.23529411764706,0,0,0,0,0,1675.47048118829,1497.62517572646,1407.18191368283,0,118.356805183873,106.631445416046,102.139562345246,0,11.5470053837925,10.0283688513228,9.11473704352183,0,8.66025403784439,7.8334945180064,7.53813832532706,0,0,0,0,0,2.88675134594813,2.57464325272219,2.41319899961953,0,0,0,0,408.745236732373,1028.76928687595,2812.16362165778,8249.59644762159,127.341833435217
"49","2024-02-07",1,"97",45.43043,-73.93797,2,2.2268416141893,2.34447424183569,2.14034173089747,2.8564459868407,3.42417112736759,4.16966574873613,4.14950693184767,5.01861787608664,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8351613773173
"50","2024-02-07",1,"118",45.43024,-73.93822,2,3.83775393849672,3.03880200546928,2.5581746566393,3.0408012804083,4.82749964167079,4.66172746888686,4.01666338191155,5.0444531637604,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.451775109333
