"","Date","ID","Site","randLat","randLon","Winter","Mean_Veg_Height_25_m","Mean_Veg_Height_50_m","Mean_Veg_Height_100_m","Mean_Veg_Height_200_m","Sd_Veg_Height_25_m","Sd_Veg_Height_50_m","Sd_Veg_Height_100_m","Sd_Veg_Height_200_m","mean_Pop_Dens_25_m","mean_Pop_Dens_50_m","mean_Pop_Dens_100_m","mean_Pop_Dens_200_m","mean_Single_House_25_m","mean_Single_House_50_m","mean_Single_House_100_m","mean_Single_House_200_m","mean_Semi_Detached_House_25_m","mean_Semi_Detached_House_50_m","mean_Semi_Detached_House_100_m","mean_Semi_Detached_House_200_m","mean_Row_House_25_m","mean_Row_House_50_m","mean_Row_House_100_m","mean_Row_House_200_m","mean_App_Duplex_25_m","mean_App_Duplex_50_m","mean_App_Duplex_100_m","mean_App_Duplex_200_m","mean_App_Less_5_Storeys_25_m","mean_App_Less_5_Storeys_50_m","mean_App_Less_5_Storeys_100_m","mean_App_Less_5_Storeys_200_m","mean_App_Over_5_Storeys_25_m","mean_App_Over_5_Storeys_50_m","mean_App_Over_5_Storeys_100_m","mean_App_Over_5_Storeys_200_m","sd_Pop_Dens_25_m","sd_Pop_Dens_50_m","sd_Pop_Dens_100_m","sd_Pop_Dens_200_m","sd_Single_House_25_m","sd_Single_House_50_m","sd_Single_House_100_m","sd_Single_House_200_m","sd_Semi_Detached_House_25_m","sd_Semi_Detached_House_50_m","sd_Semi_Detached_House_100_m","sd_Semi_Detached_House_200_m","sd_Row_House_25_m","sd_Row_House_50_m","sd_Row_House_100_m","sd_Row_House_200_m","sd_App_Duplex_25_m","sd_App_Duplex_50_m","sd_App_Duplex_100_m","sd_App_Duplex_200_m","sd_App_Less_5_Storeys_25_m","sd_App_Less_5_Storeys_50_m","sd_App_Less_5_Storeys_100_m","sd_App_Less_5_Storeys_200_m","sd_App_Over_5_Storeys_25_m","sd_App_Over_5_Storeys_50_m","sd_App_Over_5_Storeys_100_m","sd_App_Over_5_Storeys_200_m","Road_Length_25_m","Road_Length_50_m","Road_Length_100_m","Road_Length_200_m","Dist_to_Nearest_Feeder_m"
"11","2025-01-24","608",4,45.412060755963,-73.9279651654686,3,8.71033620105244,8.22331405439384,8.29490893240293,8.34891328284182,6.60233249701263,7.20281692281867,7.90120528537646,7.3131160031482,1200.2,1200.2,1200.2,950.575,180,180,180,173.75,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,436.581460123457,0,0,0,10.9309329024401,0,0,0,0,0,0,0,17.4894926439041,0,0,0,0,0,0,0,17.4894926439041,0,0,0,0,0,269.40169195421,1248.27817382645,4953.12341894054,77.0472439794936
"12","2025-01-31","608",4,45.4120837267309,-73.9324990240207,3,8.31691151921273,4.02517940070621,2.55104502093788,3.67829237317941,8.12758665033001,6.14703261098795,5.06270920237628,5.50762154315686,201.7,160,163.207692307692,164.088235294118,155,255,247.307692307692,245.196078431373,0,10,9.23076923076923,9.01960784313725,40,27.5,28.4615384615385,28.7254901960784,0,0,0,0,40,22.5,23.8461538461538,24.2156862745098,0,0,0,0,0,48.1510124504148,43.2741351066751,41.9120490888185,0,115.470053837925,103.774904332554,100.508511004361,0,11.5470053837925,10.3774904332554,10.0508511004361,0,14.4337567297406,12.9718630415693,12.5635638755451,0,0,0,0,0,20.2072594216369,18.160608258197,17.5889894257631,0,0,0,0,99.4417878449035,199.673023981683,1065.16619409062,5957.37367421103,193.827329658535
"13","2025-02-09","608",4,45.4123188704558,-73.9307842852439,3,5.55598258583705,6.19313639796008,5.30977388695165,5.70050931090165,6.92059030985862,6.3860623377566,6.23811090724586,6.5881157419216,201.7,201.7,201.7,289.690384615385,155,155,155,176.634615384615,0,0,0,1.92307692307692,40,40,40,33.75,0,0,0,0,40,40,40,32.7884615384615,0,0,0,0,0,0,0,300.887218959501,0,0,0,59.2081833394589,0,0,0,5.95356592385212,0,0,0,13.3532326995905,0,0,0,0,0,0,0,14.9644500805802,0,0,0,0,0,303.01386175802,756.629190935082,6616.97710780405,74.4736828724268
"14","2024-10-16","610",6,45.4588279081664,-73.6436897193299,3,7.01708054919909,6.88575162352761,6.02895130850781,5.7716136073792,5.68328347386936,5.70153559818737,6.36793025152244,6.62427193279627,2289.3,2289.3,2289.3,3162.554,30,30,30,35.9,95,95,95,86.2,0,0,0,0,15,15,15,33.3,35,35,35,55.8,0,0,0,0,0,0,0,1290.21279327189,0,0,0,12.0242102714923,0,0,0,12.7199024511726,0,0,0,0,0,0,0,38.7773603210609,0,0,0,29.5952285177933,0,0,0,0,272.096196189814,756.751529096854,2926.38260174812,15690.0050599866,257.313873613758
"15","2024-10-19","610",6,45.4593211000178,-73.6435979067317,3,6.6555976097789,6.09445931866626,5.48397117778554,5.13550164776215,5.71588729537602,4.98996973594193,5.94728761806902,5.89568410805353,2289.3,2289.3,2432.92142857143,2960.35294117647,30,30,30.3571428571429,33.2352941176471,95,95,92.8571428571429,86.7647058823529,0,0,0,0,15,15,21.7857142857143,37.0588235294118,35,35,38.9285714285714,52.0588235294118,0,0,0,0,0,0,537.382179113312,1091.06144068113,0,0,1.33630620956212,8.29599478132458,0,0,8.01783725737273,13.0699475672921,0,0,0,0,0,0,25.3898179816803,40.8800253251907,0,0,14.6993683051833,26.8919406251805,0,0,0,0,389.822376067325,820.33532961026,3831.19899353456,13463.1252599222,217.240978838438
"16","2024-10-25","610",6,45.4579268278654,-73.6462309581742,3,5.17422249192513,5.84017415023238,7.42907183724679,7.19012169038241,5.64761882254551,5.30125797759746,6.01594425786667,6.09179969189599,5654.4,4638.6,4820.92307692308,4541.48653846154,65,42.5,46.5384615384615,46.9230769230769,75,67.5,68.8461538461538,72.0192307692308,0,0,0,0,10,85,71.5384615384615,63.8461538461538,105,93.75,95.7692307692308,81.8269230769231,0,0,0,0,0,677.2,685.827099389059,974.035336362034,0,15,15.191090506255,14.0431354437678,0,5,5.06369683541833,8.70314431486168,0,0,0,0,0,50,50.6369683541833,46.4379766052694,0,7.5,7.5955452531275,25.706275386926,0,0,0,0,603.420197594357,1488.89952415665,5265.7449175552,18431.0231368434,248.06711040176
"17","2024-10-26","610",6,45.458285939817,-73.6494350216555,3,3.11225640144603,3.8283076431636,4.95610573817588,6.54533486877161,4.58709423329402,5.08315260073337,5.13948523642545,5.86721012715585,4254,4277,4400.39230769231,4795.05294117647,50,42.5,46.9230769230769,53.7254901960784,70,67.5,63.4615384615385,56.1764705882353,0,0,0,0,85,97.5,95.7692307692308,92.9411764705882,45,67.5,60.7692307692308,56.5686274509804,0,0,0,0,0,32.5269119345812,459.278819566681,894.148241479664,0,10.6066017177982,13.6226621141729,18.1340325701401,0,3.53553390593274,16.2512326948624,24.7100836763884,0,0,0,0,0,17.6776695296637,12.3905464377339,17.1515734143616,0,31.8198051533946,24.6514159368647,26.0862070082722,0,0,0,0,305.619038734648,759.79642101233,4362.58229784842,17495.7016494724,190.307491356666
"18","2024-10-28","610",6,45.4598062655253,-73.6524436024247,3,7.76183642358814,6.32112126538123,6.83519361235367,6.54047085332843,6.40766469074602,5.59583726234828,6.19821396183815,5.80663912472419,5927.1,5927.1,6092.82857142857,6546.79607843137,85,85,81.4285714285714,68.921568627451,10,10,20,30.8823529411765,0,0,0,0.588235294117647,100,100,91.4285714285714,80.3921568627451,25,25,34.2857142857143,59.0196078431373,0,0,0,0,0,0,421.274676389446,816.036870971106,0,0,9.07841299003204,22.7005225818746,0,0,25.4195563720897,32.0734451275965,0,0,0,2.94058817645882,0,0,21.7881911760769,33.5833759061667,0,0,23.6038737740833,66.9553553335589,0,0,0,0,170.596179284199,724.957560837568,3062.1797027664,14542.0570322302,145.492673866938
"19","2024-11-04","610",6,45.4602337637221,-73.6507651201399,3,6.64567401866801,5.89493600612258,6.71510355397382,6.0117799043371,6.17609700455664,5.22623301680862,5.85926135021271,5.46146191393559,7087.2,7087.2,6893.85,6426.3431372549,60,60,64.1666666666667,66.1764705882353,80,80,68.3333333333333,55.2941176470588,0,0,0,0,40,40,50,66.3725490196078,90,90,79.1666666666667,67.4509803921569,0,0,0,0,0,0,451.568312560891,891.142865371182,0,0,9.73123680201904,15.0195950442786,0,0,27.2474630456533,32.6099948590288,0,0,0,0,0,0,23.3549683248457,30.77463941905,0,0,25.3012156852495,30.957592752338,0,0,0,0,0,747.279858245565,2902.59080181739,17120.2950786307,81.0599740176722
"20","2024-11-17","610",6,45.4617362129488,-73.6476122972743,3,2.17043091411767,2.82468621297763,4.1873026375454,4.63182264055284,3.44470342440937,4.457862151703,5.70212479488,5.56395324518845,4300,5025.7,5475.70714285714,6137.01153846154,35,46.6666666666667,51.0714285714286,44.2307692307692,65,60,61.7857142857143,60,0,0,0,0,110,90,78.5714285714286,79.9038461538461,90,91.6666666666667,91.7857142857143,88.2692307692308,0,6.66666666666667,7.14285714285714,24.4230769230769,0,1256.94927105273,1236.73788433946,2005.34690389526,0,20.2072594216369,17.0043627239703,19.5384140330298,0,8.66025403784439,10.489398101296,18.0413468476838,0,0,0,0,0,34.6410161513775,32.783002832646,32.7421654244454,0,2.88675134594813,2.48622579049423,9.9451739889854,0,11.5470053837925,9.94490316197694,51.2362257544659,476.405327119162,1703.44264197379,4908.02236131753,15285.9024348201,85.542008538075
"21","2024-11-24","610",6,45.4604263123069,-73.6519774474141,3,4.47340567893584,6.38093554498579,6.94077241318175,6.50668219978507,4.99339384039383,5.95245645116237,5.94573703661046,5.79642033738811,7087.2,6797.175,6641.00769230769,6825.57307692308,60,66.25,69.6153846153846,61.7307692307692,80,62.5,53.0769230769231,42.8846153846154,0,0,0,0.576923076923077,40,55,63.0769230769231,71.5384615384615,90,73.75,65,70.7692307692308,0,0,0,0,0,580.05,587.439469876881,770.817136859723,0,12.5,12.6592420885458,22.3581501432488,0,35,35.4458778479283,34.7589197727826,0,0,0,2.91275864017731,0,30,30.38218101251,36.374124361652,0,32.5,32.9140294302192,64.6967633777266,0,0,0,0,204.700271923673,734.342457278416,3091.28114939144,15520.782192194,69.7057433862275
"22","2024-12-01","610",6,45.4598807372655,-73.6508192198192,3,6.36000237896189,7.47009556876655,6.85374049367681,6.04493219149057,5.00608800902935,6.35887462132026,5.94662401242844,5.52058118756593,7087.2,7087.2,6641.00769230769,6188.12884615385,60,60,69.6153846153846,66.8269230769231,80,80,53.0769230769231,49.6153846153846,0,0,0,0,40,40,63.0769230769231,74.0384615384615,90,90,65,62.0192307692308,0,0,0,0,0,0,587.439469876881,979.138425459039,0,0,12.6592420885458,16.9494301527742,0,0,35.4458778479283,33.2672799539644,0,0,0,0,0,0,30.38218101251,30.9338075976542,0,0,32.9140294302192,31.9506300435687,0,0,0,0,358.609732401356,780.604561180728,3696.4710698952,16827.511815629,114.593913450347
"23","2024-12-08","610",6,45.4601478613769,-73.652643197828,3,5.386532285549,6.95021262147455,7.24247091137254,6.55000534566913,6.02635342918606,6.27858122951898,6.39981157212181,5.84654332771475,5927.1,5927.1,6387.03125,6796.87037037037,85,85,73.75,61.1111111111111,10,10,32.1875,31.2962962962963,0,0,0,1.11111111111111,100,100,82.5,78.5185185185185,25,25,46.5625,72.4074074074074,0,0,0,0,0,0,620.386037580634,932.326284214703,0,0,16.583123951777,26.893687739906,0,0,33.3150991794011,31.9962436649253,0,0,0,3.96525792859072,0,0,30,38.0370924928677,0,0,30.6441266803282,85.3225884220494,0,0,0,0,0,817.544172465299,3815.15158553045,14427.0668518833,129.580721322751
"24","2024-12-13","610",6,45.4601685718859,-73.6508994328688,3,6.97850257511053,6.62163897605233,6.9033923857515,6.05274937173914,6.1797282757366,5.49199098162916,5.90237728115876,5.54946168352886,7087.2,7087.2,6797.175,6426.3431372549,60,60,66.25,66.1764705882353,80,80,62.5,55.2941176470588,0,0,0,0,40,40,55,66.3725490196078,90,90,73.75,67.4509803921569,0,0,0,0,0,0,524.674966266995,891.142865371182,0,0,11.3066754216661,15.0195950442786,0,0,31.6586911806652,32.6099948590288,0,0,0,0,0,0,27.1360210119987,30.77463941905,0,0,29.397356096332,30.957592752338,0,0,0,0,0,808.873823301347,2897.15463892636,17000.5220299023,82.5476353431231
"25","2024-12-18","610",6,45.4618094662251,-73.6514612231946,3,4.20975606259233,5.19008362940183,6.20461593453843,6.42058506461331,4.38839973858093,4.53454143016051,5.36538593450672,5.60931515190203,7087.2,7087.2,7123.40909090909,7019.94901960784,60,60,57.2727272727273,56.2745098039216,80,80,74.0909090909091,57.9411764705882,0,0,0,0,40,40,47.2727272727273,61.3725490196078,90,90,85.9090909090909,78.6274509803922,0,0,0,3.52941176470588,0,0,120.091968545323,388.743526954494,0,0,9.04534033733291,15.0613126006634,0,0,19.5982373975546,28.127859331777,0,0,0,0,0,0,24.1209075662211,33.2276756841725,0,0,13.5680105059994,22.0698534515422,0,0,0,7.70026737503698,279.680044036422,928.345386834645,4517.42556483265,17170.0186344855,10.4391316878578
"26","2024-12-20","610",6,45.4602139082922,-73.6528139823383,3,6.12689385371943,8.2819990524623,7.29512731923285,6.57865480638143,6.57553667838036,7.22490789309422,6.48384091888891,5.90445343615457,5927.1,5927.1,6403.93076923077,6873.20196078431,85,85,73.0769230769231,58.4313725490196,10,10,31.9230769230769,28.4313725490196,0,0,0,1.47058823529412,100,100,83.0769230769231,79.2156862745098,25,25,46.5384615384615,78.235294117647,0,0,0,0,0,0,636.144639455283,999.361081989927,0,0,17.5045781557356,28.8182268031611,0,0,33.3877760526752,30.5857842155213,0,0,0,4.50489929377548,0,0,30.38218101251,39.7916140539638,0,0,30.6447803728884,95.8427020143514,0,0,0,0,0,817.767413226662,4077.59166682728,14858.4600332086,136.534204958949
"27","2024-12-26","610",6,45.4635168120105,-73.6508216326279,3,8.36461975591732,6.852454383017,7.46793466574018,7.07859456027774,6.43455074810745,5.91353160183477,6.10531301442946,5.98115264908805,6477.1,6477.1,6722.75,7108.19433962264,70,70,65.4166666666667,52.2641509433962,50,50,52.9166666666667,50.4716981132076,0,0,0,0,50,50,50,48.4905660377358,95,95,93.75,84.0566037735849,20,20,24.1666666666667,63.0188679245284,0,0,681.771504644668,816.266830057402,0,0,13.0485689451047,22.7563608549652,0,0,8.64931246172816,19.7158699973718,0,0,0,0,0,0,4.26401432711221,23.4230513034862,0,0,3.1079078025403,18.1885584221125,0,0,21.5146180044822,107.391893865061,517.144375817363,1444.27787259081,5249.8437979171,16741.3177736957,112.4200990934
"28","2024-12-31","610",6,45.4615750911986,-73.6513623617348,3,5.49035739052208,5.08607800196483,6.0296197506007,6.40502296211563,4.35109880748002,4.58990328288479,5.26300666849335,5.58567107049529,7087.2,7087.2,7115.65,7013.042,60,60,57.8571428571429,57,80,80,75.3571428571429,58.4,0,0,0,0,40,40,45.7142857142857,61.8,90,90,86.7857142857143,76.3,0,0,0,2,0,0,106.450152653719,417.863773861916,0,0,8.01783725737273,15.3529894715748,0,0,17.3719807243076,29.6310647800581,0,0,0,0,0,0,21.3808993529939,33.5449743795169,0,0,12.0267558860591,23.8577844225112,0,0,0,6.06091526731326,383.161205638206,791.656378634172,4451.76457337182,16316.7524178819,12.8868598347847
"29","2025-01-04","610",6,45.461829954662,-73.6515234557131,3,5.07184042401637,5.37683041573263,6.22567705142639,6.4246011411316,5.0420758667874,4.57991047295498,5.38639781679116,5.63040512792822,7087.2,7087.2,7123.40909090909,7019.94901960784,60,60,57.2727272727273,56.2745098039216,80,80,74.0909090909091,57.9411764705882,0,0,0,0,40,40,47.2727272727273,61.3725490196078,90,90,85.9090909090909,78.6274509803922,0,0,0,3.52941176470588,0,0,120.091968545323,388.743526954494,0,0,9.04534033733291,15.0613126006634,0,0,19.5982373975546,28.127859331777,0,0,0,0,0,0,24.1209075662211,33.2276756841725,0,0,13.5680105059994,22.0698534515422,0,0,0,7.70026737503698,285.524658993806,924.491335822026,4634.82387595082,17193.9542637257,15.2392227604828
"30","2025-01-07","610",6,45.461420079269,-73.649552907146,3,3.43450858956529,5.73333964925435,6.3324040464916,5.8362413235194,3.73801301809688,4.48748363852784,5.30431086250559,5.53440235682221,7087.2,7087.2,7087.2,6451.78823529412,60,60,60,57.9411764705882,80,80,80,70.2941176470588,0,0,0,0,40,40,40,54.7058823529412,90,90,90,91.1764705882353,0,0,0,4.70588235294118,0,0,0,1037.22577130479,0,0,0,11.4968026245663,0,0,0,12.6653766112928,0,0,0,0,0,0,0,26.1803698351624,0,0,0,2.14201664188625,0,0,0,8.568066567545,246.29941225755,941.508100859596,4357.45696497488,17782.2881443458,142.461925490833
"31","2025-01-11","610",6,45.4614656434387,-73.6490549597499,3,7.87144473880851,7.29924139681119,6.17333996156213,5.56774299107782,5.44681055639385,5.21544712327817,5.49999840636237,5.53962611118764,7087.2,7087.2,6757.37857142857,6242.38867924528,60,60,60.3571428571429,56.5094339622642,80,80,72.5,68.3962264150943,0,0,0,0,40,40,47.1428571428571,59.811320754717,90,90,91.0714285714286,91.3207547169811,0,0,4.28571428571429,5.28301886792453,0,0,752.544372500664,1146.69232656038,0,0,8.42712783316377,13.0673148343924,0,0,12.8227562139767,12.7012107579152,0,0,0,0,0,0,18.5756546332813,29.1870997609017,0,0,2.1290765681316,2.22549549284631,0,0,8.5163062725264,8.90198197138525,374.564842041052,788.042986193869,5577.96270696301,17943.0962385667,122.974279179166
"32","2025-01-15","610",6,45.4624471047004,-73.649266826966,3,4.63102781230874,6.48695990311597,7.2917185149593,6.87429586211228,4.11002513600812,5.11998385180982,5.8559708151436,6.11973485700956,6477.1,6629.625,6694.99285714286,6943.02549019608,70,67.5,66.4285714285714,57.156862745098,50,57.5,60.7142857142857,62.843137254902,0,0,0,0,50,47.5,46.4285714285714,51.3725490196078,95,93.75,93.2142857142857,91.2745098039216,20,15,12.8571428571429,22.3529411764706,0,305.05,303.369270956106,1038.64168082032,0,5,4.97245158098847,16.3479326509741,0,15,14.9173547429654,13.8294939155699,0,0,0,0,0,5,4.97245158098847,16.3731008478098,0,2.5,2.48622579049423,3.5837323079301,0,10,9.94490316197694,30.8926033408722,115.838460423612,1070.86239071957,3432.52205073531,18693.3830840237,32.0413968862041
"33","2025-01-25","610",6,45.4611070381165,-73.6475940719698,3,1.194104863843,2.6217055440588,3.37851422573928,4.39687407194544,2.72353930921381,4.54908271686813,4.86256659820407,5.33792806740072,4300,4844.275,5063.73846153846,5188.01568627451,35,43.75,44.2307692307692,45.3921568627451,65,61.25,65,65.5882352941177,0,0,0,0,110,95,90,86.8627450980392,90,91.25,90.7692307692308,90.7843137254902,0,5,3.07692307692308,3.13725490196078,0,1088.55,1205.3230137868,1227.89078396615,0,17.5,14.6978107562195,14.5204386040816,0,7.5,8.66025403784439,8.98037075089494,0,0,0,0,0,30,31.3581462037113,31.7798801809215,0,2.5,1.87766904049703,1.83645011356363,0,10,7.5106761619881,7.3458004542545,124.887604102335,1201.96202281664,4866.74997471081,16579.1113485636,105.493916644071
